source_id,reply_id,argument,claim,evidence,unverifiable_claim,verifiable_claim,reason,external_evidence,internal_evidence,sarcasm,toxic_language,text_x,text_y
1179324740290437120,1179329609533399040,1,1,0,1,1,0,0,0,1,0,"@KohlerTob @Philaux @Luisamneubauer Keine Sorge, die Welt geht nicht unter. Das Klima ändert sich stetig. Ich bin ein paar Jahre älter und habe schon versch. Weltuntergangs-Hysterien miterlebt: Sauerer Regen, Waldsterben, Ozonloch. Lasst euch nicht von Linksextremisten für deren pol. Agenda vor den Karren spannen.",
1177800608633495552,1177939568957542400,1,1,1,1,1,0,1,0,0,0,,"@MichaelBauer218 @spdbt Ich kann da nur Mais Video empfehlen: https://t.co/vFlgBF3B4R
Die Wissenschaftler haben genaue und sozialverträgliche Pakete geschnürt, Stichwort Klima-Dividende, die Politik muss es nur noch umsetzen. 
Selbst Wirtschaftsminister Altmaier hat einen Preis von 35€/t vorgeschlagen"
1178652466688282624,1178672519349460992,1,1,0,1,1,0,0,0,0,0,"@josef_lang @C_Emcke @tagesanzeiger @NZZ @NZZaS @claudia_blumer Also, ich find den Emcke-Beitrag auch prima, aber er ist, π mal Handgelenk, ein Drittel so lang wie der „Kurzbeitrag“ über Greta in der @NZZaS..",@thomas_ley @C_Emcke @tagesanzeiger @NZZ @NZZaS @claudia_blumer Die Emcke-These wandte ich auf die Berichterstattung zur Berner Demo an. (Das ist DAS Klima-CH-Politikum drei Wochen vor den CH-Wahlen.) Die Demo wird von der NZZ auffällig stiefmütterlich behandelt. MfG JL
1177195856665153536,1177196648918859776,1,1,1,1,1,0,1,0,0,0,,"@Antiaktivist1 @klima_allianz @ConstZerger Das Klimaabkommen von Paris verpflichtet die globale Staatengemeinschaft zu #CO2 Da müssen alle mitmachen. Und schauen Sie mal: Die Abholzung des Regenwaldes ist ein großes Thema für uns: 
https://t.co/V8813rIvIo"
1179841091740344321,1179843596360540162,1,1,1,1,1,0,1,0,0,0,,
1177665284024541189,1177672553097248769,1,1,0,1,1,0,0,0,0,0,"6/6 Wie reagiert das Parteiensystem? Ist das ansatzweise verarbeitet bislang? Vielleicht nicht mal bei Grünen, ganz sicher nicht bei Union, SPD, FDP. Warten wir ab, ob nach Ende von Dürre und Klimakabinett diese Dominanz bleibt. Falls ja, werden viele Regeln neu geschrieben.",
1178785153050664961,1179000440492560385,1,1,1,1,1,0,1,0,0,0,,"@pip_news @alexfischer @nimmdenbus Aber ECHTE Klimaforscher sagen das Greta recht hat und das wir schon vor Jahren etwas hätten tun müssen, also mal Kopf aus dem Arsch ziehen und was tun statt ein Mädchen zu verteufeln. BTW Forscher sagen seit gut 20 Jahren dass das Klima in Gefahr ist wenn wir weiter machen"
1179465650210824192,1179478058631417857,1,1,0,1,1,0,0,0,0,0,,"@RainerBolle @ddominik10 @OliverJanich @TeamKenFM Wäre ja ganz witzig, wenn zumindest die Zahlen stimmen würden und nicht ständig das globale mit dem lokalen Klima verglichen werden würde. Und nicht alles schon so oft widerlegt worden wäre... Nette Schularbeit, da können solche Fehler passieren."
1179170375520997378,1179284301097164805,1,1,1,0,1,0,1,0,0,0,,"@Sonnen_Blume_ @Teich9 @TanjaSnow4 @ralftsch @gerhard_kramm @KsteinDr @OliverJanich Folgt man dem Link, ist eine der ersten Behauptungen, es gäbe ""keine Korrelation zwischen Temperatur und Kohlendioxid"". Das hatten wir hier bereits widerlegt: https://t.co/FyW56Dtzql. Auf Sachargumente wird aber nicht reagiert, sonst könnte die Falschaussage nun behoben werden."
1177137731241160704,1177142595413258241,1,1,1,0,1,1,0,0,0,0,,
1176952709095854080,1176953353529692160,1,1,0,1,1,0,0,0,0,0,,"@sebseb7 @welt #Krieg UND #Klimawandel sind menschengemacht. Das #Klima ändert sich natürlich ständig, aber nicht so rasant wie jetzt, so dass wir Menschen uns dieser Veränderung gar nicht anpassen können."
1177226327801417729,1177232537514627072,1,1,1,0,1,0,1,0,0,0,"@KonProg 10% von Schleswig-Holstein sind oder waren Moore. 

Bewirtschaftet ist die Trocken-Emission bei 75 t pro Jahr und Hektar (100x100m).

Größtes Problem wäre der Rückkauf, da sich die meisten in Privatbesitz befinden. (Finanzproblem!) https://t.co/suUcRDF2ab","@KonProg Pro Deutschem ist also ca. 1 ha Wald mit 1000 Bäumen nötig.

Pro Hektar Moor, dass nicht vom Staat zurück gekauft und rückbefeuchtet wird, werden 6,5 ha Wald als Ausgleich benötigt.

Für komplette Klima-Neutralität aufzuforsten:

820.000 Quadratkilometer Wald für 82 Mio. Deutsche https://t.co/jZaeiMfCGk"
1179368584646148097,1179369211170377732,1,1,0,0,1,0,0,0,1,0,,"@RoteMamba Weil das die Verderblichkeit von Lebensmitteln bei dem warmen Klima etwas mindert. Gut für dich, dass der Kühlschrank existiert xD"
1176861561899618305,1176991223564918785,1,1,0,1,1,0,0,0,0,0,Die Regierung will 100 Mrd. Euro ausgeben um CO2 zu mindern. Damit die Temperaturen nicht weiter steigen. Meine Frage an den Vizekanzler war: wieviel Grad bringen denn die 100 Mrd.? Antwort anhören. Lohnt sich. #Offenbarungseid #Staatsversagen #NurnochAfD https://t.co/vklcwyE2Kl,
1179126758815211521,1179131380917248001,1,1,0,0,1,0,0,0,1,0,"@Realist77470706 @albvalegreen @Luisamneubauer Die Dinos sind mit der Klimaveränderung eben nicht klar gekommen. Drum sind sie ausgestorben. 

Das Klima ist in ständiger Veränderung, allerdings war diese Veränderung noch nie so schnell wie jetzt. Tendenz in der Zukunft immer noch schneller. Zeit zum Gewöhnen - leider nein.","@Realist77470706 @albvalegreen @Luisamneubauer Glaubst Du, die Historie schön &amp; bequem zu verbiegen ist eine echte Lösung für eine bevorstehende Klimaveränderung?

Zu jeder Zeit als sich das Klima auch nur ansatzweise schnell veränderte, hatten Gattungen keine Chance, diese Veränderungen mitzumachen sondern sind ausgestorben."
1177932700528910337,1177963394764349442,1,1,1,0,1,0,1,0,0,0,"@Ursula140619 @bazonline 500 Klima Forscher sagen etwas anderes.
Aber das sind eh alles nur Spinner und Lügner.

https://t.co/qRGSsxs1Ko",
1177155765678874625,1177157263389331456,1,1,0,1,1,0,0,0,0,0,"@Kapodistrias2 @Apfelwein2 @ginny60172172 @nulleberg Ich streite gar nicht ab das es Veränderungen in der durchschnittlichen Globalen Temperatur gibt, gibt es schon seit Millionen von Jahren. Die Erde ist weder verbrannt noch explodiert. Aussterben von Arten hat es immer gegeben, sonst würden die Dinos noch immer hier rum laufen.",@KarlHei64031538 @Apfelwein2 @ginny60172172 @nulleberg Sie machen nur Wortklauberei. Natürlich gibt es Klima.
1177499376987430912,1177566821614018560,1,1,0,1,1,0,0,0,0,0,"""Ich möchte keine Schulden machen auf Kosten der jungen Generation"" sagte @peteraltmaier gestern bei @maybritillner im @ZDF #SchwarzeNull 👍
https://t.co/o4F1fAYLfN","@INSMPresse @peteraltmaier @maybritillner @ZDF Macht er aber. Und zwar einen Haufen zukünftige Schulden bei der jungen Generation für Kosten aus der Begleichung von Klima- und Umweltschäden. Er ist schließlich der größte Bremser bei der Energiewende.

Außerdem: der Staat kriegt aktuell auch noch Geld fürs Schulden machen!"
1179894356259610624,1180028896802201602,1,1,0,0,1,0,0,0,0,0,,
1177126005116428288,1177126167360524289,1,1,0,1,1,0,0,0,0,0,"@neuewelt100 @EspendillerM @AfDimBundestag @AlternativeNRW @jafuernrw @MarcoGrber1 @Jochen_Haug @Renner_AfD Es geht auch gar nicht darum, was vor Millionen von Jahren war, es geht darum was jetzt ist und wie schnell sich das gerade ändert.","@neuewelt100 @EspendillerM @AfDimBundestag @AlternativeNRW @jafuernrw @MarcoGrber1 @Jochen_Haug @Renner_AfD Als sich das Klima am Ende des Paläozoikums rasch änderte sind 90% aller Lebewesen ausgestorben. Wir können ja mal probieren, ob wir im Falle eines Falles zu den 10% oder zu den 90% gehören.

Und bevor wir das nicht genau wissen, würde ich die Finger vom Klimawandel lassen."
1177130737671245824,1177130823784501248,1,1,1,1,1,0,1,0,1,0,"@insm @haucap @VQuaschning 3/ 
Hier ein Beispiel für Clipping, also die GEZIELTE Auswahl von Daten aus der zugrunde liegenden Tabelle, welches @insm gerne verwendet: Ihre Überschrift von Fakt #4 lautet ""Industrie fährt Emissionen deutlich zurück."". Um zu dieser Aussage zu kommen,...","@insm @haucap @VQuaschning 4/ ...vergleichen Sie 1990 [sic] mit 2017.
Auf der gleichen Datenbasis (https://t.co/JXnUFcyfKS) könnte ich ebenso 2012 mit 2017 vergleichen - und sagen ""Industrie steigert unweltschädliche Emissionen um über 2.000 Tonnen!"". Soviel zu Interpretation von Statistiken!"
1178039705063034881,1178281391857049601,1,1,0,0,1,0,0,0,0,0,,
1177331547411795969,1177335347971350528,1,1,1,1,1,1,1,0,0,0,Der @LinkeStaDDrat Tilo #Wirtz vergleicht allen Ernstes die angestrebte Ausrufung des #Klimanotstand|s - in erster Linie ein rein deklaratorischer Akt - mit den Notstandgesetzen der 1930er Jahre. Wie geschichtsvergessen kann man eigentlich sein? #StaDDrat https://t.co/hDtS3bG9dR,"@der_wolf_aus_dd @LinkeStaDDrat Nö, da hat er halt Recht. Wer, was auch immer, als Notstand bezeichnet, der begibt sich halt in eine sprachliche Nähe. Das muss noch nicht mal der NS sein, gegen Notstandsgesetze ist schon die alte APO demonstrieren gegangen: https://t.co/ehUKX3IIUq"
1178315797728550912,1178316442166611968,1,1,0,0,1,0,0,0,0,0,@DerWahreErich Gabs drüben Bananen?,"@AulusPlauzus Meines Wissens benötigen Bananen doch eher ein feucht-warmes Klima, um zu gedeihen!"
1179660960195317760,1179769351882379264,1,1,0,1,1,0,0,0,0,0,"Die #DeutscheEinheit ist erkämpft worden von Menschen, die von der Freiheit überzeugt waren. Nicht von Menschen, die die Freiheit der Andersdenkenden mit Stiefeln treten wollen, wie viele in der AfD. Sie, Herr @Joerg_Meuthen , gefährden die Deutsche Einheit https://t.co/9gxGSow0pb",
1176911642950606851,1176913408739987462,1,1,1,0,1,0,1,0,0,0,Das was ist. #Klimawandel https://t.co/hD3PslNTL8,"@worldnetnews Nur zur Info für die
die noch nie mit einem atmosphärenkundigen #Physiker gesprochen haben:

""#Treibhausgase"" KÜHLEN die Erde
Sie wärmen sie also nicht

https://t.co/OpQ4ON96Fk

#Klimawandel #Klimaschutz #Klimakrise
#FridaysForFuture #FFF
#SPD #CDU #CSU #AfD #FDP https://t.co/S76y3aqrmb"
1178941707095887872,1179276403004596229,1,1,1,1,1,0,1,0,0,0,"Wer wissen möchte, wie wir die #Klimakrise ausgelöst und welche politischen und wirtschaftlichen Entscheidungen dazu beigetragen haben, der sollte sich die Doku ""Die Erdzerstörer"" ansehen.
Vielleicht statt ""#Nuhr im Ersten"".

https://t.co/AMBoq9MAMh",
1177150704173101056,1177155221140754432,1,1,1,1,1,1,0,0,0,0,,
1176079213495037953,1178911267798634497,1,1,1,0,1,0,1,0,0,0,"@Fridays4future @ManuelGrebe @gri_mm Und hier gleich noch ein düsterer globaler Ausblick. Es verscheißt eigentlich jedes Land, jeder Kontinent und jede Gesellschaft.

https://t.co/PZWUZtLKEG","@Fridays4future @ManuelGrebe @gri_mm Die nächsten Experten, die bezweifeln, dass die Menschheit die Klimakatastrophe noch verhindern wird.

https://t.co/Fm2biInVPR"
1177627215154032640,1177646329784340481,1,1,0,1,1,0,0,0,0,0,,
1179759483578470400,1179853907461324800,1,1,0,1,1,0,0,0,0,0,"@razerrath @WernerFuchs_CH @solarpapst @DB_Bahn @glouki @VCDeV @sciforfuture @PIK_Klima @maithi_nk @Luisamneubauer @carla_reemtsma 
Aber am besten hilft nicht, sondern nur ausreichend ist akzeptabel, u. da sind 15% besser vs. Diesel in ca. 14 Jahren zu wenig.
Korean., chin., jap. Strommix bei der Batterie-Herstellung beachten. https://t.co/fBeXnTuV6U","@robschuchmann @razerrath @WernerFuchs_CH @solarpapst @DB_Bahn @VCDeV @sciforfuture @PIK_Klima @maithi_nk @Luisamneubauer @carla_reemtsma Ist die Frage, wo man hinschaut. Die Hersteller müssen es natürlich so wie Tesla machen: klimaneutrale Fertigung durch Solaranlagen, die die Energie bereit stellen. Dann sieht die Rechnung schon ganz anders aus."
1177556441818980352,1177557239118389249,1,1,0,1,1,0,0,0,0,0,"@sixtus @fdp @c_lindner Völlig korrekt! Aber es braucht auch einen Mechanismus wie sich bereits gut bekannte (Solar, E-Auto), absehbare (Wasserstoff, CCS) und noch unbekannte Innovationen durchsetzen!

Und ein Emissionshandel mit festem Deckel und entsprechenden CO2 Preis ist EIN Mittel dazu.","@sixtus @fdp @c_lindner Und das hat durchaus auch Anhänger in der Wissenschaft, zB Edenhofer vom @PIK_Klima, @SVR_Wirtschaft u andere. 

Klar, es gibt andere Wege (Subvention, Ordnungsrecht usw) aber ich verstehe nicht warum man nicht anerkennen kann, das @fdp sehr wohl ein Konzept hat Ziele einzuhalten"
1178570181955801089,1178604111454978048,1,1,1,1,1,0,1,0,0,0,"Was ich bei dieser ganzen CO2-Hysterie nicht checke:
Bäume und Pflanzen brauchen CO2, um zu leben. Wir brauchen Bäume, damit diese wiederum Sauerstoff für uns herstellen.

Wäre es da nicht viel schlauer, nicht den CO2-Ausstoß zu stoppen sondern stattdessen mehr Bäume zu pflanzen?",
1177224377202630660,1177316876822515712,1,1,0,1,1,0,0,0,0,0,"Wenn man sich zu 7. in ein 30 Quadratmeter Passivhaus mit Holz-Solar Heizung quetscht. Keine Verkehrsmittel nutzt, kein Geld für Konsumgüter ausgibt, und sich Bio-Regional-Saisonal-Vegan ernährt, dann ist man im Budget. Ihr wisst was zu tun ist! https://t.co/je2hG1Cy5Q","@gnomus Das mit Abstand wichtigste &amp; auf lange Sicht einzig wichtige Verhaltensdetail ist die Anzahl Kinder. Genau dies ist aus d.Diskussion ausgeklammert.
Bspl Klima-Posterchild Bangladesh, Flaechenverlust pro Kopf seit 1950:
wg Bevoelkerungswachstum 73%
wg steigender Meeresspiegel 0%"
1177164660384157696,1177167711551610880,1,1,0,1,1,0,0,0,0,0,"Ob beim Klimaschutz, bei der Lösung aktueller Krisen oder bei der Abrüstung: „Wir können es uns nicht länger leisten, nicht nachhaltig zu handeln“, so AM @HeikoMaas in seiner Rede vor der @UN-Generalversammlung. Was das für Deutschland bedeutet: https://t.co/oXO3V1RkoR",
1177575701576323072,1177587321010565121,1,1,0,1,1,0,0,0,0,0,"@cloudwhistler @Friday4Hubraum @FridayForFuture Lies bitte richtig, ich habe nichts gegen #FFF. Ich finde deren Anliegen gut. Solange sie nicht gegen Autos hetzen.",@juliefromspb @Friday4Hubraum @FridayForFuture Es geht um die Diffamierung. Und die läuft. Wer hetzt denn da? Es ist leider objektivierbar dass Autos nicht gut für das Klima sind. Sorry for that fact. Und Mal Butter bei die Fische! Wenn jeder untertourig fahren würde könnten bestimmt 20% eingespart werden. Wer macht da mit???
1178313996098838528,1178539270539272192,1,1,0,1,1,0,0,0,1,0,"Der Unterschied zwischen Fridays for Future und den Kritikern: Fridays for Future kämpft auch für die Kritiker und deren Kinder, die Kritiker kämpfen nur für sich.","@Maori Google hat den ersten Quantencomputer erfolgreich getestet. KI wird schneller voranschreiten wie die Klimaerwärmung. Wahrscheinlich rotten wir uns dadurch schneller aus, als wir das Klima komplett ins menschlich tötliche kippen."
1179436037736747013,1179436039183765504,1,1,1,0,1,0,1,0,0,0,"Hierfür errechneten die Klimaforscher der ZAMG 4 bis 9 zusätzliche Hitzetage für #Graz, wenn das Pariser Abkommen eingehalten wird.
Ohne Klimaschutzmaßnahmen wäre mit der Zunahme um 19 bis 43 Hitzetage zu rechnen. 👇
(7/8)","Besonders betroffen in Österreich sind das Alpenvorland, das Flach- und Hügelland sowie das Klagenfurter Becken. In Mittelgebirgslagen wäre die Zahl der Hitzetage ohne Klimaschutzmaßnahmen so hoch wie heute in Wien.

Quelle:https://t.co/k9Zdu9D34q
#Klimakrise #Klimanotstand (8/8)"
1179785565547454465,1179928331254239232,1,1,0,0,1,0,0,0,0,0,"@Harun74977238 @Quuux @asejdovi @erzaehlmirnix aber nicht zur panik.

und wenn sie jetzt endlich gemerkt haben, das da einige es mit ""der wahrheit"" nicht allzu  genau nehmen, indem sie prognosen als wissen hinstellen, wär erstmal nachdenken angebracht.","@monikakleinsbr @Quuux @asejdovi @erzaehlmirnix Ich habe nicht ""jetzt endlich gemerkt""...
Es ist klar, dass der Beweis des Klimawandels durch gewandeltes Klima eintritt.
Dann ist es aber zu spät, eben das noch zu verhindern."
1179860858257772550,1179938042301337602,1,1,0,1,1,0,0,0,0,0,"@papalinchen @extra3 Dann behaupten Sie dass Klimamodelle nicht das Klima vorhersagen können. Da die Modelle genau das derzeit tun, haben Sie sich da auch einfach nur ausgedacht. Warum? Warum behaupten Sie Dinge, die nicht stimmen? Das sagt ziemlich viel über Sie aus.",
1177160759719190532,1177494426748194817,1,1,0,1,1,0,0,0,0,0,,"@il_libraio @Rembrandt1405 Ziel der Stadt ist es, den CO2 Ausstoß schnell und spürbar zu reduzieren. Der neue Ausschuss für Klima und Umwelt diskutiert zur Stunde über das Aktionsprogramm des OB - mit dem gut 190 Mio € für verbesserten Klimaschutz investiert werden könnten."
1176067827809361920,1176068117686030336,1,1,1,0,1,1,0,0,0,0,"@DerNervensaeger @Dzienus Das #Klimapaket wird kritisiert, weil es mit den Maßnahmen nicht möglich ist irgentein Ziel zu erreichen.
https://t.co/9FT5YQ1g9B",
1179126131926192129,1179177713531265025,1,1,0,1,1,0,0,0,0,0,,"@Heinzenstein @FFF_Berlin Gar nichts. Selbst wenn Deutschland sofort aufhört zu existieren würde es das Klima nicht ändern. Wir können sofort aus der Kohleverstromung aussteigen und Strom aus Polen bekommen, deren Kraftwerke noch dreckiger sind als unsere."
1179414005015822336,1179421480133758977,1,1,0,1,1,0,0,0,0,0,"So viel zu @Markus_Soeder und seiner Behauptung die #CSU habe den Umweltschutz erfunden, selbst ein nochmal verwässertes Klimapäckchen wird blockiert   https://t.co/0OwZAQjfUU",
1179047051893641216,1179054248287440896,1,1,0,1,1,0,0,0,0,0,"Angesichts dieser Fakten u. zahlreicher wissenschaftlicher  Erkenntnisse ist es doch verrückt, dass es immer noch Gestrige gibt, die den Klimawandel leugnen u.die Bekämpfung der Klimakrise für „Irrsin“halten. #NOAFD #ClimateOnFire #Gletscherschmelze https://t.co/daShmSaDVJ",
1177593235348348929,1177600935729815552,1,1,1,1,1,1,0,0,0,0,Für den #Klimaschutz: Die Kraftwerker in #Jänschwalde haben gerade viel Arbeit. Sie bereiten den zweiten 500-Megawatt-Block auf den Stand-by-Betrieb vor. Am Montag geht er vom Netz: https://t.co/bY64RGOKEU #Lausitz #Strukturwandel,@rbb24cottbus @rbb24 Klima ist ein statistischer Durchschnitt von Wetter(n) in &gt;30 Jahren. Statistik lässt sich nicht schützen. Deshalb: Vorbereitung auf die heute bekannten Folgen von Klimaänderung. NICHTS geht dabei ohne funktionierende Wirtschaft + Gesellschaft. #Versorgungssicherheit #NoBlackout
1178239562671370240,1178242470355836929,1,1,0,0,1,0,0,0,1,0,,"@Europer20 @Nicoles44180590 @Sysyphus58 @GretaThunberg 500 ""Wissenschaftler"", von denen die meisten nichts mit Klima zu tun haben und noch mehr nicht eine Veröffentlichung haben. Wow. 😂"
1177123844555005952,1177123846568185856,1,1,0,1,1,0,0,0,0,0,"der Markt den Klimawandel nicht in den Griff bekommen wird, und sie müssen einsehen, dass wir in den Industriestaaten schuld sind. Wenn man sich dann angegriffen fühlt, sobald jemand SUVs infrage stellt, ist das genauso der falsche Weg. 3/5","Sie neigen dazu, sich schnell als Opfer darzustellen. Niemand hat SUV-Fahrer jemals Nazis genannt. Vielleicht können wir zurückkehren zu einer sachlichen, faktenorientieren Debatte, deren Ergebnis eine Klimapolitik ist, die das Klima schützt, 4/5"
1177492121143525376,1177870618529861632,1,1,0,1,1,0,0,0,0,0,"Ich poste den Clip jetzt noch mal, damit er für immer im Internet bleibt. Und hoffentlich sehen möglichst viele Menschen, wie die Bundesregierung die Pariser Klimaziele de facto aufkündigt. Heimlich. Aber bewusst.

Um es mit Greta zu sagen: „Das werden wir euch nie verzeihen.“ https://t.co/DOjofkP8Xu","@Jumpsteady Wieso heimlich? Eher unheimlich. Übrigens, warum stand in dem #Klimapaket nix von #Tempolimit? Damit ließe sich bei Verbrennern #CO2 sparen und bei Elektroautos Reichweite erhöhen. 120/Autobahn &amp; 30/Wohngebiete brächte außerdem Streß- und Lärmreduktion."
1176786367021572096,1176887331783155714,1,1,0,0,1,0,0,0,0,0,"Starkes Zeichen unserer Hochschule für den #Klimaschutz: Braucht die Bahn weniger als 6h, darf das Flugzeug nicht mehr für Dienstreisen genutzt werden. @HTW_Berlin
#FridaysForFuture #Scientists4Future https://t.co/7wSg8rPJTg",@VQuaschning @HTW_Berlin An der HNE-Eberwalde haben wir nun bald eine 1.000km Regelung. Alles darunter darf nicht mehr geflogen werden. #klimaschutz #öffentlicherDienst
1177224503186927621,1177237735045775360,1,1,0,1,1,0,0,0,0,0,@Nobodys85519949 @sciforfuture @PIK_Klima Das ist schlicht falsch. Die jetzige Regierung zerstört mit ihrer Klimapolitik wissentlich unser Leben. @OlafScholz @spdde @akk @rbrinkhaus #NotMyKlimapaket,"@anna_handschuh @sciforfuture @PIK_Klima @OlafScholz @spdde @akk @rbrinkhaus Panik ist ein schlechter Ratgeber. In Deutschland hat sich viel getan: Im Rhein zB waren in den 80ern keine Fische, heute viel sauberer. Ehemalige DDR war „dicke Luft“. D sollte andere Länder unterstützen, die noch alte Techniken nutzen. Dort kann man mehr erreichen als in D."
1177160221849989122,1177162244859322368,1,1,1,1,1,0,1,0,0,0,"@lillith_1st @StSchilling75 @fdpbt @c_lindner @AfD @AfDimBundestag Es hat eher damit zu tun das die AfD den rein menschengemachten Klimawandel leugnet und ähnlich wie alle Klimaforscher meint das es den Klimawandel schon immer gibt.
Schon schlimm wenn man die AfD verteidigen muss ...","@EinFragender @StSchilling75 @fdpbt @c_lindner @AfD @AfDimBundestag Die Frage ging nicht an Dich und das sagt der Trollaccount auch nicht 🤷🏻‍♀️ 

Dass die #AfD #fakenews zum Thema #Klimawandel verbreitet ist auch hinreichend dokumentiert. 

https://t.co/culJgddBlY https://t.co/MIF8x2dJIS"
1179401237210566656,1179643942222143489,1,1,0,1,1,0,0,0,0,0,"Wieviel Geld Städte jährlich pro Einwohner für Radwege ausgeben:

▸ Utrecht 132 Euro
▸ Oslo 70 Euro
▸ Kopenhagen 36 Euro
▸ Berlin 4,70 Euro
▸ Hamburg 2,90 Euro
▸ München 2,30 Euro

Warum nicht mehr Menschen in deutschen Städten mit dem Rad fahren? Ich habe keine Ahnung!","@kaffeecup Wenn demnächst 55 Milliarden für's Klima ausgegeben werden, da fallen bestimmt auch ein paar € für Radwege ab.
Träumen kann man ja.🤔🙄"
1179129232531902466,1179139389479440388,1,1,0,1,1,0,0,0,0,0,,"@Ddelmeister8001 @HalilGashi7 @zeitonline Ja, das Klima merkt nix, aber unseren Einfluss aufs Klima bestreiten weniger Wissenschaftler als dass Wissenschaftlerdie Schwerkraft bezweifeln.
Denn man *darf* alles bezweifeln..."
1177192069846188034,1177194249156255745,1,1,0,1,1,0,0,0,0,0,@EnricoCaruso @J_B_oo7 @FranzStrohmeier @BonnerGuido @M_T_Franz @rahmstorf @Die_Gruenen @RealLeicaManiac @ABaerbock Jetzt sind wir aber schon schön weit in der Erdgeschichte zurück. Ja und ich weiß die Dinosaurier sind auch durch einen Klimawandel ausgestorben. Ups der war ja durch einen Asteroiden verursacht. Gut der erzeugt auch genug CO2 🤭,
1179277621970063361,1179406690900426758,1,1,0,1,1,0,0,0,0,0,"@grid_bot @1S3GR1M @Jumpsteady @dieternuhr ""Irgendeiner der 99,94% der Wissenschaftler wird das doch berechnet haben"" 😂

JA NATÜRLICH!

Dazu sind 100e Stunden veröffentlicht! 
Das sie weder Grundlagen noch Fakten kennen beweist daß sie nichts außer Ideologie zu bieten haben","@TGewidder @grid_bot @Jumpsteady @dieternuhr Das einzige, worin sich diese ""99,94% der Wissenschaftler"" einig sind, ist daß die Menschheit Einfluß aufs Klima hat. 
Aber weder über zeitliche Abläufe, noch Ausmaß sind die sich einig😏

Da habt ihr aber auch NICHTS als Ideologie vorzuweisen. 
Und wilden Vermutungen"
1176224736591958017,1176262888010452992,1,1,1,0,1,0,1,0,0,0,Jugendliche reichen Beschwerde gegen Klimapolitik ein https://t.co/E15jnxW3nF #UN #Klimawandel,
1178378894476488704,1178387632080003073,1,1,0,1,1,0,0,0,0,0,,"@panemetc62 @DLFNachrichten @AfD Resultat wegen der mE visionslosen merkelischen Politik &amp; VW etal

Langfristig schützt eine solide Klimapolitik Mil. Arbeitsplätze &amp; unser Klima.#climatechange ist real.
Wer sich gegen Veränderungen wehrt bzw die Notwendigkeit nicht (ein)sieht hat's schwer. Beispiele gibts viele."
1177252454079115264,1177256815593250816,1,1,0,0,1,0,0,0,0,0,,"@georgewalker88 @SauceMasteruwu @Sschmid_ @Hacer10 @WevLbbi Woher weiss man, dass mehr ergrünt? Es stirbt nur noch mehr Fläche ab durch dürren etc."
1178915857860308993,1178917615382781952,1,1,0,1,1,0,0,0,0,0,"@alex_baur Die Menschen waren also nie auf dem Mond, 5G kontrolliert unsere Gedanken und der Klimawandel ist nicht menschengemacht.

Sie betrachten die Wissenschaft als nicht legitim. Das ist schon ein starkes Stück.

PS: Der Klimawandel ist schon da, er ist messbar. Keine ""Prophezeiung"".","@cedi_ch Falsch. Der Klimawandel war schon immer da. Die Frage ist, wie viel der Mensch beiträgt - und ob er das Klima überhaupt steuern kann wie ein Thermostat."
1179128819963351040,1179502939355918336,1,1,0,1,1,0,0,0,0,0,,
1178970620119441409,1178992922274013187,1,1,0,0,1,0,0,0,0,0,,
